,sents,name,href,sent_without
188,"Оттого дед плачет, баба плачет, курочка кудкудачет, ворота скрипят, со двора щепки летят, на избе верх шатается!",Курочка Ряба,https://skazki-pesni.ru/kurochka-ryaba/,оттого дед плачет баба плачет курочка кудкудачет ворота скрипят со двора щепки летят на избе верх шатается 
189,"Наши дочки, идучи за водою, ведра побросали, коромысла поломали, а я тесто месила да со великого горя все по полу разметала!",Курочка Ряба,https://skazki-pesni.ru/kurochka-ryaba/,наши дочки идучи за водою ведра побросали коромысла поломали а я тесто месила да со великого горя все по полу разметала 
190,"Поп затужил-загоревал, свою книгу в клочья изорвал.",Курочка Ряба,https://skazki-pesni.ru/kurochka-ryaba/,поп затужил-загоревал свою книгу в клочья изорвал 
191,Жили-были старик со старухой.,Снегурочка,https://skazki-pesni.ru/snegurochka-2/,жили-были старик со старухой 
192,"Жили ладно, дружно.",Снегурочка,https://skazki-pesni.ru/snegurochka-2/,жили ладно дружно 
193,"Все бы хорошо, да одно горе — детей у них не было.",Снегурочка,https://skazki-pesni.ru/snegurochka-2/,все бы хорошо да одно горе детей у них не было 
194,"Вот пришла зима снежная, намело сугробов до пояса, высыпали ребятишки на улицу поиграть, а старик со старухой на них из окна глядят да про свое горе думают.",Снегурочка,https://skazki-pesni.ru/snegurochka-2/,вот пришла зима снежная намело сугробов до пояса высыпали ребятишки на улицу поиграть а старик со старухой на них из окна глядят да про свое горе думают 
195,"— А что, старуха, — говорит старик, — давай мы себе из снега дочку сделаем.",Снегурочка,https://skazki-pesni.ru/snegurochka-2/, а что старуха говорит старик давай мы себе из снега дочку сделаем 
196,"— Давай, — говорит старуха.",Снегурочка,https://skazki-pesni.ru/snegurochka-2/, давай говорит старуха 
197,"Надел старик шапку, вышли они на огород и принялись дочку из снега лепить.",Снегурочка,https://skazki-pesni.ru/snegurochka-2/,надел старик шапку вышли они на огород и принялись дочку из снега лепить 
